triple_id,subject,relation,target,evidence,source_url,assignee
1257,Chè Sương Sa Hạt Lựu,dishType,Món Nước,,,Member_1
1258,Chè Sương Sa Hạt Lựu,flavorProfile,"Ngọt, béo",,,Member_1
1260,Chè Sương Sa Hạt Lựu,hasIngredient,Bột năng,,,Member_1
1261,Chè Sương Sa Hạt Lựu,originRegion,Miền Nam,,,Member_1
1262,Chè Sương Sa Hạt Lựu,servedWith,Nước cốt dừa,,,Member_1
1305,Chạch Kho Tương,dishType,Món kho,,,Member_1
1306,Chạch Kho Tương,flavorProfile,"Đậm đà, bùi, thơm mùi tương",,,Member_1
1311,Chạch Kho Tương,originRegion,Miền Bắc,,,Member_1
1324,Chả Băm Nướng,flavorProfile,"Thơm mùi khói, đậm đà",,,Member_1
1327,Chả Băm Nướng,hasIngredient,Thịt lợn băm,,,Member_1
1329,Chả Băm Nướng,originRegion,Miền Bắc,,,Member_1
1349,Chả Bọc Sả,cookingTechnique,Nướng,,,Member_1
1350,Chả Bọc Sả,dishType,Món nướng,,,Member_1
1351,Chả Bọc Sả,flavorProfile,Thơm nồng mùi sả,,,Member_1
1356,Chả Bọc Sả,originRegion,Việt Nam,,,Member_1
1357,Chả Bọc Sả,servedWith,"Bún, rau sống",,,Member_1
1358,Chả Cuốn Lá Bưởi,cookingTechnique,Nướng,,,Member_1
1359,Chả Cuốn Lá Bưởi,dishType,Món nướng,,,Member_1
1365,Chả Cuốn Lá Bưởi,originRegion,Miền Bắc,,,Member_1
1366,Chả Cuốn Lá Bưởi,servedWith,"Cơm, bún",,,Member_1
1367,Chả Cá,cookingTechnique,Chiên,,,Member_1
1368,Chả Cá,dishType,Món chiên,,,Member_1
1369,Chả Cá,flavorProfile,"Ngọt, dai",,,Member_1
1372,Chả Cá,hasIngredient,Cá,,,Member_1
1375,Chả Cá,originRegion,Việt Nam,,,Member_1
1376,Chả Cá,servedWith,"Bún, nước mắm",,,Member_1
1377,Chả Cá Lã Vọng,cookingTechnique,Nướng,,,Member_1
1378,Chả Cá Lã Vọng,dishType,Món đặc sản,,,Member_1
1379,Chả Cá Lã Vọng,flavorProfile,"Thơm mùi thì là, mắm tôm, nghệ",,,Member_1
1380,Chả Cá Lã Vọng,hasIngredient,Cá Lăng,,,Member_1
1381,Chả Cá Lã Vọng,hasIngredient,Mắm Tôm,,,Member_1
1383,Chả Cá Lã Vọng,originRegion,Hà Nội,,,Member_1
1384,Chả Cá Lã Vọng,servedWith,Bún,,,Member_1
1403,Chả Giò,cookingTechnique,Chiên,,,Member_1
1404,Chả Giò,dishType,Món chiên,,,Member_1
1405,Chả Giò,flavorProfile,"Giòn, béo, đậm đà",,,Member_1
1408,Chả Giò,hasIngredient,Thịt Lợn,,,Member_1
1410,Chả Giò,originRegion,Miền Nam,,,Member_1
1411,Chả Giò,servedWith,Nước Mắm,,,Member_1
1430,Chả Giò Tôm,cookingTechnique,Chiên,,,Member_1
1431,Chả Giò Tôm,dishType,Món chiên,,,Member_1
1432,Chả Giò Tôm,flavorProfile,Ngọt vị tôm,,,Member_1
1434,Chả Giò Tôm,hasIngredient,Tôm,,,Member_1
1436,Chả Giò Tôm,originRegion,Việt Nam,,,Member_1
1437,Chả Giò Tôm,servedWith,Nước mắm chua ngọt,,,Member_1
1447,Chả Lá Lốt,cookingTechnique,Chiên,,,Member_1
1448,Chả Lá Lốt,dishType,Món chiên,,,Member_1
1451,Chả Lá Lốt,hasIngredient,Lá Lốt,,,Member_1
1453,Chả Lá Lốt,originRegion,Miền Bắc,,,Member_1
1454,Chả Lá Lốt,servedWith,Bún,,,Member_1
1464,Chả Lụi,cookingTechnique,Nướng,,,Member_1
1465,Chả Lụi,dishType,Món nướng,,,Member_1
1466,Chả Lụi,flavorProfile,"Giòn, thơm",,,Member_1
1468,Chả Lụi,hasIngredient,Tôm,,,Member_1
1470,Chả Lụi,originRegion,Bình Thuận,,,Member_1
1471,Chả Lụi,servedWith,Rau sống,,,Member_1
1472,Chả Mực,cookingTechnique,Chiên,,,Member_1
1473,Chả Mực,dishType,Món chiên,,,Member_1
1474,Chả Mực,flavorProfile,"Giòn sần sật, ngọt",,,Member_1
1477,Chả Mực,hasIngredient,Mực,,,Member_1
1479,Chả Mực,originRegion,Quảng Ninh,,,Member_1
1480,Chả Mực,servedWith,Xôi trắng,,,Member_1
1481,Chả Nướng,cookingTechnique,Nướng,,,Member_1
1482,Chả Nướng,dishType,Món chính,,,Member_1
1483,Chả Nướng,flavorProfile,Đậm đà,,,Member_1
1486,Chả Nướng,hasIngredient,Thịt heo,,,Member_1
1487,Chả Nướng,originRegion,Miền Bắc,,,Member_1
1488,Chả Nướng,servedWith,Bún,,,Member_1
1489,Chả Ram,cookingTechnique,Chiên,,,Member_1
1490,Chả Ram,dishType,Món chiên,,,Member_1
1491,Chả Ram,flavorProfile,Giòn rụm,,,Member_1
1493,Chả Ram,hasIngredient,Thịt Lợn,,,Member_1
1494,Chả Ram,originRegion,Miền Trung,,,Member_1
1495,Chả Ram,servedWith,Nước Mắm,,,Member_1
1496,Chả Rán,cookingTechnique,Chiên,,,Member_1
1497,Chả Rán,dishType,Món chiên,,,Member_1
1498,Chả Rán,flavorProfile,Béo ngậy,,,Member_1
1501,Chả Rán,hasIngredient,Trứng Gà,,,Member_1
1502,Chả Rán,servedWith,Nước mắm chua ngọt,,,Member_1
1503,Chả Rươi,cookingTechnique,Rán,,,Member_1
1504,Chả Rươi,dishType,Món đặc sản,,,Member_1
1505,Chả Rươi,flavorProfile,"Bùi, béo",,,Member_1
1508,Chả Rươi,hasIngredient,Rươi,,,Member_1
1509,Chả Rươi,originRegion,Hải Dương,,,Member_1
1510,Chả Rươi,servedWith,Rau thơm,,,Member_1
1525,Chả Trứng,cookingTechnique,Hấp,,,Member_1
1526,Chả Trứng,dishType,Món phụ,,,Member_1
1527,Chả Trứng,flavorProfile,Béo,,,Member_1
1530,Chả Trứng,hasIngredient,Trứng,,,Member_1
1531,Chả Trứng,originRegion,Miền Nam,,,Member_1
1532,Chả Trứng,servedWith,Cơm tấm,,,Member_1
1539,Chả Trứng Hấp,cookingTechnique,Hấp,,,Member_1
1540,Chả Trứng Hấp,dishType,Món chính,,,Member_1
1541,Chả Trứng Hấp,flavorProfile,Thanh đạm,,,Member_1
1543,Chả Trứng Hấp,hasIngredient,Mộc nhĩ,,,Member_1
1544,Chả Trứng Hấp,servedWith,Cơm trắng,,,Member_1
1545,Chả Viên,cookingTechnique,Chiên,,,Member_1
1546,Chả Viên,dishType,Món chính,,,Member_1
1547,Chả Viên,flavorProfile,Đậm đà,,,Member_1
1549,Chả Viên,hasIngredient,Thịt heo,,,Member_1
1550,Chả Viên,servedWith,Bún,,,Member_1
1551,Cua,hasAllergen,Giáp xác,,,Member_1
1552,Cua,ingredientCategory,Hải Sản,,,Member_1
1556,Cua Hấp,cookingTechnique,Hấp,,,Member_1
1557,Cua Hấp,dishType,Món chính,,,Member_1
1558,Cua Hấp,flavorProfile,Ngọt tự nhiên,,,Member_1
1561,Cua Hấp,hasIngredient,Cua,,,Member_1
1562,Cua Hấp,originRegion,Việt Nam,,,Member_1
1563,Cua Hấp,servedWith,Muối tiêu chanh,,,Member_1
1611,Cua Đồng,hasAllergen,Giáp xác,,,Member_1
1612,Cua Đồng,ingredientCategory,Hải Sản,,,Member_1
1640,Cuốn Tôm Thịt,cookingTechnique,Cuốn,,,Member_1
1641,Cuốn Tôm Thịt,dishType,Món khai vị,,,Member_1
1642,Cuốn Tôm Thịt,flavorProfile,Tươi mát,,,Member_1
1645,Cuốn Tôm Thịt,hasIngredient,Tôm,,,Member_1
1647,Cuốn Tôm Thịt,originRegion,Việt Nam,,,Member_1
1648,Cuốn Tôm Thịt,servedWith,Tương đậu phộng,,,Member_1
1650,Cà Chua,ingredientCategory,Rau,,,Member_2
1652,Cà Chua,ingredientCategory,Rau Lá,,,Member_2
1653,Cà Chua,ingredientCategory,Rau Quả,,,Member_2
1655,Cà Chua Nhồi Thịt,cookingTechnique,Hấp/Om,,,Member_2
1656,Cà Chua Nhồi Thịt,dishType,Món chính,,,Member_2
1657,Cà Chua Nhồi Thịt,flavorProfile,Chua ngọt,,,Member_2
1659,Cà Chua Nhồi Thịt,hasIngredient,Thịt lợn băm,,,Member_2
1661,Cà Chua Nhồi Thịt,originRegion,Miền Bắc,,,Member_2
1662,Cà Chua Nhồi Thịt,servedWith,Cơm trắng,,,Member_2
1672,Cà Ri Gà,cookingTechnique,Hầm,,,Member_2
1673,Cà Ri Gà,dishType,Món hầm,,,Member_2
1674,Cà Ri Gà,flavorProfile,Béo ngậy,,,Member_2
1677,Cà Ri Gà,hasIngredient,Thịt Gà,,,Member_2
1678,Cà Ri Gà,originRegion,Miền Nam,,,Member_2
1679,Cà Ri Gà,servedWith,Bánh mì,,,Member_2
1680,Cà Ri Tôm,cookingTechnique,Nấu,,,Member_2
1681,Cà Ri Tôm,dishType,Món hầm,,,Member_2
1684,Cà Ri Tôm,hasIngredient,Tôm,,,Member_2
1692,Cà Rốt,ingredientCategory,Rau Lá,,,Member_2
1694,Cà Tím,ingredientCategory,Rau,,,Member_2
1702,Cà Tím Kho,cookingTechnique,Kho,,,Member_2
1703,Cà Tím Kho,dishType,Món kho,,,Member_2
1705,Cà Tím Kho,hasIngredient,Cà tím,,,Member_2
1706,Cà Tím Xào,cookingTechnique,Xào,,,Member_2
1707,Cà Tím Xào,dishType,Món xào,,,Member_2
1709,Cà Tím Xào,hasIngredient,Cà Tím,,,Member_2
1712,Cá,ingredientCategory,Hải Sản,,,Member_2
1714,Cá,ingredientCategory,Thịt,,,Member_2
1726,Cá Bống,ingredientCategory,Thịt,,,Member_2
1743,Cá Bống Kho Tiêu,cookingTechnique,Kho,,,Member_2
1744,Cá Bống Kho Tiêu,dishType,Món kho,,,Member_2
1748,Cá Bống Kho Tiêu,hasIngredient,Tiêu,,,Member_2
1749,Cá Bống Kho Tiêu,originRegion,Việt Nam,,,Member_2
1750,Cá Bống Kho Tiêu,servedWith,Cơm trắng,,,Member_2
1752,Cá Chiên,cookingTechnique,Chiên,,,Member_2
1753,Cá Chiên,dishType,Món chiên,,,Member_2
1754,Cá Chiên,flavorProfile,"Giòn, béo",,,Member_2
1757,Cá Chiên,hasIngredient,Cá Chiên,,,Member_2
1758,Cá Chiên,ingredientCategory,Hải Sản,,,Member_2
1759,Cá Chiên,ingredientCategory,Thủy Hải Sản,,,Member_2
1760,Cá Chiên,originRegion,Đông Nam Á,,,Member_2
1761,Cá Chiên,servedWith,Nước mắm tỏi ớt,,,Member_2
1788,Cá Chiên Sốt Cà Chua,cookingTechnique,Chiên và sốt,,,Member_2
1789,Cá Chiên Sốt Cà Chua,dishType,Món chiên,,,Member_2
1792,Cá Chiên Sốt Cà Chua,originRegion,Việt Nam,,,Member_2
1793,Cá Chiên Sốt Cà Chua,servedWith,Cơm trắng,,,Member_2
1803,Cá Chiên Tỏi Ớt,cookingTechnique,Chiên,,,Member_2
1804,Cá Chiên Tỏi Ớt,dishType,Món chính,,,Member_2
1805,Cá Chiên Tỏi Ớt,flavorProfile,Cay nồng,,,Member_2
1808,Cá Chiên Tỏi Ớt,hasIngredient,Cá,,,Member_2
1809,Cá Chiên Tỏi Ớt,hasIngredient,Ớt,,,Member_2
1810,Cá Chiên Tỏi Ớt,originRegion,Việt Nam,,,Member_2
1811,Cá Chiên Tỏi Ớt,servedWith,Cơm trắng,,,Member_2
1820,Cá Chiên Xù,cookingTechnique,Chiên,,,Member_2
1821,Cá Chiên Xù,dishType,Món chính,,,Member_2
1822,Cá Chiên Xù,flavorProfile,Béo giòn,,,Member_2
1825,Cá Chiên Xù,hasIngredient,Bột Chiên Xù,,,Member_2
1826,Cá Chiên Xù,originRegion,Việt Nam,,,Member_2
1827,Cá Chiên Xù,servedWith,Rau sống,,,Member_2
1828,Cá Chép,ingredientCategory,Hải Sản,,,Member_2
1829,Cá Chép Chiên Giòn,cookingTechnique,Chiên,,,Member_2
1830,Cá Chép Chiên Giòn,dishType,Món chính,,,Member_2
1831,Cá Chép Chiên Giòn,flavorProfile,Giòn béo,,,Member_2
1834,Cá Chép Chiên Giòn,hasIngredient,Cá Chép,,,Member_2
1835,Cá Chép Chiên Giòn,originRegion,Miền Bắc,,,Member_2
1836,Cá Chép Chiên Giòn,servedWith,Nước mắm gừng,,,Member_2
1845,Cá Chép Om Dưa,cookingTechnique,Om,,,Member_2
1846,Cá Chép Om Dưa,dishType,Món chính,,,Member_2
1847,Cá Chép Om Dưa,flavorProfile,Chua dịu,,,Member_2
1850,Cá Chép Om Dưa,hasIngredient,Dưa cải chua,,,Member_2
1851,Cá Chép Om Dưa,originRegion,Miền Bắc,,,Member_2
1852,Cá Chép Om Dưa,servedWith,Bún tươi,,,Member_2
1882,Cá Cơm,ingredientCategory,Hải sản,,,Member_2
1893,Cá Cơm Kho,cookingTechnique,Kho,,,Member_2
1894,Cá Cơm Kho,dishType,Món kho,,,Member_2
1895,Cá Cơm Kho,flavorProfile,"Mặn, ngọt",,,Member_2
1898,Cá Cơm Kho,hasIngredient,Cá Cơm,,,Member_2
1899,Cá Cơm Kho,originRegion,Việt Nam,,,Member_2
1900,Cá Cơm Kho,servedWith,Cơm trắng,,,Member_2
1915,Cá Cơm Rang Lạc,hasIngredient,Cá,,,Member_2
1917,Cá Cơm Rang Lạc,originRegion,Việt Nam,,,Member_2
1919,Cá Cơm Rim,cookingTechnique,Rim,,,Member_2
1920,Cá Cơm Rim,dishType,Món rim,,,Member_2
1921,Cá Cơm Rim,flavorProfile,Đậm đà,,,Member_2
1924,Cá Cơm Rim,hasIngredient,Cá cơm,,,Member_2
1925,Cá Cơm Rim,originRegion,Miền Trung,,,Member_2
1926,Cá Cơm Rim,servedWith,Cơm trắng,,,Member_2
1943,Cá Diếc,hasAllergen,Giáp xác,,,Member_2
1944,Cá Diếc,ingredientCategory,Hải sản,,,Member_2
1953,Cá Diếc Rán,cookingTechnique,Rán,,,Member_2
1954,Cá Diếc Rán,dishType,Món rán,,,Member_2
1955,Cá Diếc Rán,flavorProfile,"Giòn, béo",,,Member_2
1957,Cá Diếc Rán,hasIngredient,Cá Diếc,,,Member_2
1958,Cá Diếc Rán,originRegion,Miền Bắc,,,Member_2
1959,Cá Diếc Rán,servedWith,Nước mắm gừng,,,Member_2
1970,Cá Hường,ingredientCategory,Thủy sản,,,Member_2
1980,Cá Hường Chiên Sả,cookingTechnique,Chiên,,,Member_2
1981,Cá Hường Chiên Sả,dishType,Món mặn,,,Member_2
1982,Cá Hường Chiên Sả,flavorProfile,Thơm mùi sả,,,Member_2
1985,Cá Hường Chiên Sả,hasIngredient,Cá Hường,,,Member_2
1987,Cá Hường Chiên Sả,originRegion,Việt Nam,,,Member_2
1988,Cá Hường Chiên Sả,servedWith,Nước mắm tỏi ớt,,,Member_2
1994,Cá Hấp,hasIngredient,Cá Bống,,,Member_2
1995,Cá Hấp,hasIngredient,Cá Lóc,,,Member_2
1996,Cá Hấp,hasIngredient,Nước Cốt Dừa,,,Member_2
2001,Cá Hấp Hành Gừng,cookingTechnique,Hấp,,,Member_2
2002,Cá Hấp Hành Gừng,dishType,Món mặn,,,Member_2
2003,Cá Hấp Hành Gừng,flavorProfile,Thơm nồng,,,Member_2
2006,Cá Hấp Hành Gừng,hasIngredient,"Gừng, Hành lá",,,Member_2
2009,Cá Hấp Hành Gừng,originRegion,Việt Nam,,,Member_2
2010,Cá Hấp Hành Gừng,servedWith,Nước tương,,,Member_2
2011,Cá Hấp Hồng Kông,cookingTechnique,Hấp,,,Member_2
2012,Cá Hấp Hồng Kông,dishType,Món mặn,,,Member_2
2013,Cá Hấp Hồng Kông,flavorProfile,Đậm đà,,,Member_2
2016,Cá Hấp Hồng Kông,hasIngredient,"Cá mú, Nước tương",,,Member_2
2019,Cá Hấp Hồng Kông,originRegion,Trung Quốc,,,Member_2
2020,Cá Hấp Hồng Kông,servedWith,Cơm trắng,,,Member_2
2052,Cá Hồi Sốt,cookingTechnique,Áp chảo,,,Member_2
2053,Cá Hồi Sốt,dishType,Món mặn,,,Member_2
2054,Cá Hồi Sốt,flavorProfile,Đậm đà,,,Member_2
2057,Cá Hồi Sốt,hasIngredient,"Cá hồi, Sốt bơ chanh",,,Member_2
2060,Cá Hồi Sốt,originRegion,Phương Tây,,,Member_2
2061,Cá Hồi Sốt,servedWith,Măng tây,,,Member_2
2067,Cá Hồi Áp Chảo,cookingTechnique,Áp chảo,,,Member_2
2068,Cá Hồi Áp Chảo,flavorProfile,Béo ngậy,,,Member_2
2072,Cá Kho,cookingTechnique,Kho,,,Member_2
2074,Cá Kho,originRegion,Việt Nam,,,Member_2
2075,Cá Kho Cà Chua,flavorProfile,Chua dịu,,,Member_2
2076,Cá Kho Cà Chua,hasIngredient,Cá,,,Member_2
2079,Cá Kho Dưa Chua,hasIngredient,Cá,,,Member_2
2080,Cá Kho Măng,hasIngredient,Măng,,,Member_2
2081,Cá Kho Măng,hasIngredient,Măng Tre,,,Member_2
2082,Cá Kho Nghệ,cookingTechnique,Kho,,,Member_2
2083,Cá Kho Nghệ,flavorProfile,Thơm nồng,,,Member_2
2084,Cá Kho Nghệ,hasIngredient,Cá,,,Member_2
2085,Cá Kho Nghệ,hasIngredient,Nghệ,,,Member_2
2086,Cá Kho Thơm,flavorProfile,Chua Ngọt,,,Member_2
2087,Cá Kho Thơm,hasIngredient,Cá,,,Member_2
2089,Cá Kho Thơm,hasIngredient,Thơm,,,Member_2
2094,Cá Lóc,ingredientCategory,Thủy Hải Sản,,,Member_2
2096,Cá Lóc Nướng,cookingTechnique,Nướng,,,Member_2
2097,Cá Lóc Nướng,hasIngredient,Cá Lóc,,,Member_2
2106,Cá Ngát Kho,cookingTechnique,Kho,,,Member_2
2107,Cá Ngát Kho,hasIngredient,Cá Ngát,,,Member_2
2126,Cá Nướng,cookingTechnique,Nướng,,,Member_2
2127,Cá Nướng,dishType,Món nướng,,,Member_2
2128,Cá Nướng,flavorProfile,Thơm khói,,,Member_2
2131,Cá Nướng,servedWith,"Bánh tráng, rau sống",,,Member_2
2152,Cá Om Chuối Đậu,hasIngredient,Tía Tô,,,Member_2
2161,Cá Rán,cookingTechnique,Chiên,,,Member_2
2162,Cá Rán,dishType,Món chiên,,,Member_2
2163,Cá Rán,flavorProfile,Giòn béo,,,Member_2
2166,Cá Rán,servedWith,Nước mắm tỏi ớt,,,Member_2
2175,Cá Rô Kho,cookingTechnique,Kho,,,Member_2
2180,Cá Rô Kho,hasIngredient,Cá Rô Phi,,,Member_2
2221,Cá Sốt Cà Chua,cookingTechnique,Nấu,,,Member_2
2222,Cá Sốt Cà Chua,dishType,Món sốt,,,Member_2
2223,Cá Sốt Cà Chua,flavorProfile,Chua ngọt,,,Member_2
2226,Cá Sốt Cà Chua,hasIngredient,Cà Chua,,,Member_2
2227,Cá Sốt Cà Chua,originRegion,Việt Nam,,,Member_2
2228,Cá Sốt Cà Chua,servedWith,Cơm trắng,,,Member_2
2229,Cá Tai Tượng,ingredientCategory,Hải Sản,,,Member_2
2230,Cá Tai Tượng Chiên Xù,cookingTechnique,Chiên xù,,,Member_2
2231,Cá Tai Tượng Chiên Xù,dishType,Món chiên,,,Member_2
2232,Cá Tai Tượng Chiên Xù,flavorProfile,Giòn béo,,,Member_2
2235,Cá Tai Tượng Chiên Xù,hasIngredient,Cá Tai Tượng,,,Member_2
2236,Cá Tai Tượng Chiên Xù,originRegion,Nam Bộ,,,Member_2
2237,Cá Tai Tượng Chiên Xù,servedWith,Bánh tráng và rau sống,,,Member_2
2238,Cá Thu Chiên,cookingTechnique,Chiên,,,Member_2
2239,Cá Thu Chiên,dishType,Món chiên,,,Member_2
2240,Cá Thu Chiên,flavorProfile,Béo ngậy,,,Member_2
2243,Cá Thu Chiên,hasIngredient,Cá Chiên,,,Member_2
2245,Cá Thu Chiên,servedWith,Nước mắm tỏi ớt,,,Member_2
2276,Cá Trê,ingredientCategory,Hải Sản,,,Member_2
2281,Cá Trê Chiên,hasIngredient,Cá Trê,,,Member_2
2283,Cá Trắm Chiên Giòn,cookingTechnique,Chiên,,,Member_2
2284,Cá Trắm Chiên Giòn,dishType,Món chính,,,Member_2
2285,Cá Trắm Chiên Giòn,flavorProfile,"Giòn, bùi",,,Member_2
2287,Cá Trắm Chiên Giòn,hasIngredient,Cá trắm,,,Member_2
2288,Cá Trắm Chiên Giòn,servedWith,Nước mắm tỏi ớt,,,Member_2
2296,Cá Trắm Kho Chuối,dishType,Món chính,,,Member_2
2297,Cá Trắm Kho Chuối,flavorProfile,"Bùi, đậm đà",,,Member_2
2341,Cá Đối Kho Mía,cookingTechnique,Kho,,,Member_2
2342,Cá Đối Kho Mía,dishType,Món kho,,,Member_2
2343,Cá Đối Kho Mía,flavorProfile,"Ngọt thanh, mặn",,,Member_2
2347,Cá Đối Kho Mía,hasIngredient,Mía,,,Member_2
2348,Cá Đối Kho Mía,originRegion,Miền Tây,,,Member_2
2349,Cá Đối Kho Mía,servedWith,Cơm trắng,,,Member_2
2350,Cánh Gà,ingredientCategory,Thịt,,,Member_2
2351,Cánh Gà Chiên,cookingTechnique,Chiên,,,Member_2
2352,Cánh Gà Chiên,dishType,Món chiên,,,Member_2
2353,Cánh Gà Chiên,flavorProfile,"Giòn, mặn",,,Member_2
2356,Cánh Gà Chiên,hasIngredient,Cánh Gà,,,Member_2
2357,Cánh Gà Chiên,originRegion,Hoa Kỳ,,,Member_2
2358,Cánh Gà Chiên,servedWith,Cần Tây,,,Member_2
2366,Cánh Gà Chiên Nước Mắm,cookingTechnique,Chiên,,,Member_2
2367,Cánh Gà Chiên Nước Mắm,dishType,Món chính,,,Member_2
2368,Cánh Gà Chiên Nước Mắm,flavorProfile,"Mặn, ngọt",,,Member_2
2371,Cánh Gà Chiên Nước Mắm,hasIngredient,Cánh Gà,,,Member_2
2372,Cánh Gà Chiên Nước Mắm,hasIngredient,Nước Mắm,,,Member_2
2373,Cánh Gà Chiên Nước Mắm,servedWith,Cơm trắng,,,Member_2
2374,Cánh Gà Nướng,cookingTechnique,Nướng,,,Member_2
2375,Cánh Gà Nướng,dishType,Món nướng,,,Member_2
2376,Cánh Gà Nướng,flavorProfile,"Thơm, đậm đà",,,Member_2
2378,Cánh Gà Nướng,hasIngredient,Cánh gà,,,Member_2
2379,Cánh Gà Nướng,servedWith,Muối ớt xanh,,,Member_2
2397,Cơm Chiên,cookingTechnique,Chiên,,,Member_2
2398,Cơm Chiên,dishType,Món chính,,,Member_2
2399,Cơm Chiên,flavorProfile,"Mặn, thơm",,,Member_2
2401,Cơm Chiên,hasIngredient,Trứng,,,Member_2
2402,Cơm Chiên,originRegion,Việt Nam,,,Member_2
2403,Cơm Chiên,servedWith,Nước tương,,,Member_2
2404,Cơm Chiên Dương Châu,cookingTechnique,Chiên,,,Member_2
2405,Cơm Chiên Dương Châu,dishType,Món chính,,,Member_2
2406,Cơm Chiên Dương Châu,flavorProfile,Mặn ngọt hài hòa,,,Member_2
2408,Cơm Chiên Dương Châu,hasIngredient,Tôm Sú,,,Member_2
2409,Cơm Chiên Dương Châu,hasIngredient,Xá Xíu,,,Member_2
2412,Cơm Chiên Dương Châu,originRegion,Trung Quốc,,,Member_2
2413,Cơm Chiên Dương Châu,servedWith,Nước tương ớt,,,Member_2
2415,Cơm Chiên Hải Sản,dishType,Món Khô,,,Member_2
2419,Cơm Chiên Hải Sản,hasIngredient,Hải Sản,,,Member_2
2508,Cơm Cốm,cookingTechnique,Rang,,,Member_2
2509,Cơm Cốm,dishType,Món tráng miệng,,,Member_2
2510,Cơm Cốm,flavorProfile,Ngọt thanh,,,Member_2
2513,Cơm Cốm,hasIngredient,Lúa nếp,,,Member_2
2515,Cơm Cốm,originRegion,Hà Nội,,,Member_2
2516,Cơm Cốm,servedWith,Nước cốt dừa,,,Member_2
2526,Cơm Gà,cookingTechnique,Luộc,,,Member_2
2527,Cơm Gà,dishType,Món chính,,,Member_2
2528,Cơm Gà,flavorProfile,Đậm đà,,,Member_2
2531,Cơm Gà,hasIngredient,Gạo,,,Member_2
2532,Cơm Gà,hasIngredient,Thịt gà,,,Member_2
2534,Cơm Gà,originRegion,Miền Trung,,,Member_2
2535,Cơm Gà,servedWith,Nước mắm gừng,,,Member_2
2564,Cơm Gạo Lứt Hạt Sen,cookingTechnique,Hấp,,,Member_2
2565,Cơm Gạo Lứt Hạt Sen,dishType,Món chính,,,Member_2
2566,Cơm Gạo Lứt Hạt Sen,flavorProfile,Bùi,,,Member_2
2569,Cơm Gạo Lứt Hạt Sen,hasIngredient,Gạo Lứt,,,Member_2
2571,Cơm Gạo Lứt Hạt Sen,originRegion,Việt Nam,,,Member_2
2572,Cơm Gạo Lứt Hạt Sen,servedWith,Muối mè,,,Member_2
2601,Cơm Lam,cookingTechnique,Nướng,,,Member_2
2602,Cơm Lam,dishType,Món cơm,,,Member_2
2603,Cơm Lam,flavorProfile,"Dẻo, Thơm mùi tre",,,Member_2
2606,Cơm Lam,hasIngredient,Gạo Nếp,,,Member_2
2608,Cơm Lam,originRegion,"Tây Nguyên, Tây Bắc",,,Member_2
2609,Cơm Lam,servedWith,Muối Vừng,,,Member_2
2615,Cơm Niêu,cookingTechnique,Nấu bằng nồi đất,,,Member_2
2616,Cơm Niêu,dishType,Cơm,,,Member_2
2618,Cơm Niêu,hasIngredient,Gạo tẻ,,,Member_2
2620,Cơm Niêu,servedWith,"Cá kho, Canh cua",,,Member_2
2621,Cơm Nếp Cẩm,cookingTechnique,Đồ (hấp),,,Member_2
2622,Cơm Nếp Cẩm,dishType,Món tráng miệng,,,Member_2
2624,Cơm Nếp Cẩm,hasIngredient,Gạo Nếp,,,Member_2
2626,Cơm Nếp Cẩm,servedWith,Sữa chua,,,Member_2
2642,Cơm Sen,cookingTechnique,Hấp trong lá sen,,,Member_2
2643,Cơm Sen,dishType,Món cơm,,,Member_2
2644,Cơm Sen,flavorProfile,"Thanh tao, Thơm mùi sen",,,Member_2
2647,Cơm Sen,hasIngredient,Gạo,,,Member_2
2648,Cơm Sườn,cookingTechnique,Nướng,,,Member_2
2649,Cơm Sườn,dishType,Món cơm,,,Member_2
2652,Cơm Sườn,hasIngredient,Thịt Lợn,,,Member_2
2654,Cơm Sườn,originRegion,Việt Nam,,,Member_2
2655,Cơm Sườn,servedWith,"Nước mắm chua ngọt, Dưa leo",,,Member_2
2656,Cơm Sườn Nướng,cookingTechnique,Nướng,,,Member_2
2657,Cơm Sườn Nướng,dishType,Món cơm,,,Member_2
2658,Cơm Sườn Nướng,flavorProfile,"Ngọt, Mặn, Thơm khói",,,Member_2
2660,Cơm Sườn Nướng,hasIngredient,Thịt Lợn,,,Member_2
2661,Cơm Sườn Nướng,originRegion,Miền Nam,,,Member_2
2686,Cơm Thịt Kho,cookingTechnique,Kho,,,Member_2
2687,Cơm Thịt Kho,dishType,Món chính,,,Member_2
2688,Cơm Thịt Kho,flavorProfile,"Mặn, ngọt",,,Member_2
2692,Cơm Thịt Kho,originRegion,Việt Nam,,,Member_2
2710,Cơm Trộn,cookingTechnique,Trộn,,,Member_2
2711,Cơm Trộn,dishType,Cơm,,,Member_2
2712,Cơm Trộn,flavorProfile,"Cay, ngọt, béo",,,Member_2
2715,Cơm Trộn,hasIngredient,Gạo,,,Member_2
2718,Cơm Trộn,originRegion,Hàn Quốc,,,Member_2
2719,Cơm Trộn,servedWith,Tương ớt Hàn Quốc,,,Member_2
2734,Cơm Tấm,hasIngredient,Thịt Lợn Nướng,,,Member_2
2735,Cơm Tấm,hasIngredient,Trứng,,,Member_2
2738,Cơm Tấm,originRegion,Việt Nam,,,Member_2
2750,Cơm Tấm Sườn,cookingTechnique,Nướng,,,Member_2
