image_id,qtype,fail_stage,detail
image000566,allergen_restrictions,retrieve_empty,anchor_dish=Cá Cơm Rim; top_k=8
image000566,ingredient_category,retrieve_empty,anchor_dish=Cá Cơm Rim; top_k=8
image000566,food_pairings,retrieve_empty,anchor_dish=Cá Cơm Rim; top_k=8
image000566,cooking_technique,retrieve_empty,anchor_dish=Cá Cơm Rim; top_k=8
image000568,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image000568,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image000568,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image000568,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image000568,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image000568,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image000568,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image000568,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image000568,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image000569,,no_anchor_dish,"food_items=['Canh chân giò hầm ngô, bí đỏ', 'Tôm rang', 'Gan heo xào đỗ', 'Cơm trắng', 'Nước mắm ớt']"
image000574,,no_anchor_dish,"food_items=['Bún riêu', 'Bún tươi', 'Riêu cua', 'Rau sống', 'Nước chấm']"
image000579,,no_anchor_dish,"food_items=['Canh cải thịt bằm', 'Dưa chuột', 'Bắp cải xào thịt', 'Đậu phụ rán', 'Nước mắm tỏi ớt']"
image000592,,no_anchor_dish,"food_items=['Bún thịt quay', 'Nước chấm', 'Hành phi', 'Đậu phộng', 'Rau sống', 'Hành tím', 'Ớt']"
image000614,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000614,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000614,cooking_technique,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000614,food_pairings,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000614,ingredient_category,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000614,dish_classification,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000614,origin_locality,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000614,flavor_profile,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000614,ingredients,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000638,origin_locality,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000638,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000638,ingredients,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000638,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000638,flavor_profile,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000638,dish_classification,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000638,cooking_technique,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000638,food_pairings,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000638,ingredient_category,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000645,,no_anchor_dish,"food_items=['Bánh hỏi', 'Bò lá lốt', 'Rau sống', 'Đậu phộng']"
image000651,,no_anchor_dish,"food_items=['Bún chả', 'Bún', 'Thịt nướng', 'Rau sống', 'Tỏi', 'Ớt', 'Nước mắ']"
image000678,,no_anchor_dish,"food_items=['Bún chả', 'Bún', 'Thịt nướng', 'Rau sống', 'Nước mắm ớt']"
image000683,dish_classification,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image000683,flavor_profile,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image000683,ingredient_category,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image000683,cooking_technique,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image000683,origin_locality,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image000683,allergen_restrictions,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image000683,food_pairings,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image000683,ingredients,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image000683,dietary_restrictions,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image000699,,no_anchor_dish,"food_items=['Cơm cháy chả cá', 'Dưa leo', 'Cà chua', 'Xà lách', 'Rau thơm']"
image000704,,no_anchor_dish,"food_items=['Lẩu Thái', 'Tôm', 'Ngao', 'Thịt bò', 'Ba chỉ bò', 'Đậu hũ', 'Nấm', 'Bắp', 'Cà rốt', 'Rau sống']"
image000708,ingredient_category,retrieve_empty,anchor_dish=Cánh Gà Nướng; top_k=8
image000708,dish_classification,retrieve_empty,anchor_dish=Cánh Gà Nướng; top_k=8
image000708,dietary_restrictions,retrieve_empty,anchor_dish=Cánh Gà Nướng; top_k=8
image000708,origin_locality,retrieve_empty,anchor_dish=Cánh Gà Nướng; top_k=8
image000708,food_pairings,retrieve_empty,anchor_dish=Cánh Gà Nướng; top_k=8
image000708,ingredients,retrieve_empty,anchor_dish=Cánh Gà Nướng; top_k=8
image000708,allergen_restrictions,retrieve_empty,anchor_dish=Cánh Gà Nướng; top_k=8
image000708,cooking_technique,retrieve_empty,anchor_dish=Cánh Gà Nướng; top_k=8
image000708,flavor_profile,retrieve_empty,anchor_dish=Cánh Gà Nướng; top_k=8
image000709,ingredient_category,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image000709,food_pairings,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image000709,flavor_profile,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image000709,allergen_restrictions,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image000709,dietary_restrictions,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image000709,origin_locality,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image000709,cooking_technique,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image000709,ingredients,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image000715,ingredients,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000715,dish_classification,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000715,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000715,ingredient_category,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000715,cooking_technique,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000715,food_pairings,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000715,flavor_profile,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000715,origin_locality,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000715,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000727,,no_anchor_dish,"food_items=['Bánh bột lọc', 'Nước mắm', 'Mỡ hành']"
image000728,,no_anchor_dish,"food_items=['Bánh tráng cuốn thịt heo', 'Thịt chân giò luộc', 'Bánh tráng', 'Xà lách', 'Rau thơm', 'Giá đỗ', 'Cà rốt', 'Dưa leo', 'Dứa', 'Nước mắm nêm', 'Quất']"
image000731,,no_anchor_dish,"food_items=['Bún bò Huế', 'Chanh', 'Rau sống', 'Cà chua']"
image000732,,no_anchor_dish,"food_items=['Bún bò Huế', 'Rau sống', 'Giá đỗ', 'Chanh', 'Cà chua', 'Hành lá', 'Ớt', 'Sa tế', 'Dầu ăn']"
image000735,dish_classification,retrieve_empty,anchor_dish=Cá Hồi Nướng; top_k=8
image000735,flavor_profile,retrieve_empty,anchor_dish=Cá Hồi Nướng; top_k=8
image000735,ingredient_category,retrieve_empty,anchor_dish=Cá Hồi Nướng; top_k=8
image000735,food_pairings,retrieve_empty,anchor_dish=Cá Hồi Nướng; top_k=8
image000735,dietary_restrictions,retrieve_empty,anchor_dish=Cá Hồi Nướng; top_k=8
image000735,allergen_restrictions,retrieve_empty,anchor_dish=Cá Hồi Nướng; top_k=8
image000735,origin_locality,retrieve_empty,anchor_dish=Cá Hồi Nướng; top_k=8
image000735,ingredients,retrieve_empty,anchor_dish=Cá Hồi Nướng; top_k=8
image000735,cooking_technique,retrieve_empty,anchor_dish=Cá Hồi Nướng; top_k=8
image000737,,no_anchor_dish,"food_items=['Bún', 'Bò lá lốt', 'Rau sống', 'Nước chấm', 'Đồ chua', 'Tỏi băm', 'Ớt băm', 'Lạc rang']"
image000752,,no_anchor_dish,"food_items=['Thịt rang cháy cạnh', 'Xà lách', 'Nước mắm ớt']"
image000780,,no_anchor_dish,"food_items=['Bún chả', 'Chả nướng', 'Bún', 'Rau sống', 'Dưa góp']"
image000810,,no_anchor_dish,"food_items=['Bún cá', 'Rau sống', 'Nước mắm']"
image000820,food_pairings,retrieve_empty,anchor_dish=Vịt Kho Gừng; top_k=8
image000820,dietary_restrictions,retrieve_empty,anchor_dish=Vịt Kho Gừng; top_k=8
image000820,origin_locality,retrieve_empty,anchor_dish=Vịt Kho Gừng; top_k=8
image000820,ingredient_category,retrieve_empty,anchor_dish=Vịt Kho Gừng; top_k=8
image000820,ingredients,retrieve_empty,anchor_dish=Vịt Kho Gừng; top_k=8
image000820,flavor_profile,retrieve_empty,anchor_dish=Vịt Kho Gừng; top_k=8
image000820,cooking_technique,retrieve_empty,anchor_dish=Vịt Kho Gừng; top_k=8
image000820,allergen_restrictions,retrieve_empty,anchor_dish=Vịt Kho Gừng; top_k=8
image000820,dish_classification,retrieve_empty,anchor_dish=Vịt Kho Gừng; top_k=8
image000828,,no_anchor_dish,"food_items=['Lạc rang', 'Mướp đắng', 'Chân giò', 'Dưa chuột', 'Canh', 'Cá nướng', 'Nho']"
image000831,origin_locality,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000831,cooking_technique,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000831,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000831,ingredients,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000831,dish_classification,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000831,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000831,ingredient_category,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000831,food_pairings,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000831,flavor_profile,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000832,allergen_restrictions,retrieve_empty,anchor_dish=Cá Chiên Sốt Cà Chua; top_k=8
image000832,ingredient_category,retrieve_empty,anchor_dish=Cá Chiên Sốt Cà Chua; top_k=8
image000832,origin_locality,retrieve_empty,anchor_dish=Cá Chiên Sốt Cà Chua; top_k=8
image000832,dish_classification,retrieve_empty,anchor_dish=Cá Chiên Sốt Cà Chua; top_k=8
image000832,dietary_restrictions,retrieve_empty,anchor_dish=Cá Chiên Sốt Cà Chua; top_k=8
image000832,ingredients,retrieve_empty,anchor_dish=Cá Chiên Sốt Cà Chua; top_k=8
image000832,food_pairings,retrieve_empty,anchor_dish=Cá Chiên Sốt Cà Chua; top_k=8
image000832,flavor_profile,retrieve_empty,anchor_dish=Cá Chiên Sốt Cà Chua; top_k=8
image000832,cooking_technique,retrieve_empty,anchor_dish=Cá Chiên Sốt Cà Chua; top_k=8
image000837,,no_anchor_dish,"food_items=['Thịt rán lá chanh', 'Dưa cải giá muối xổi', 'Canh cua mồng tơi', 'Cà muối', 'Măng cụt']"
image000839,allergen_restrictions,retrieve_empty,anchor_dish=Cá Hấp Hành Gừng; top_k=8
image000839,ingredients,retrieve_empty,anchor_dish=Cá Hấp Hành Gừng; top_k=8
image000839,ingredient_category,retrieve_empty,anchor_dish=Cá Hấp Hành Gừng; top_k=8
image000839,dish_classification,retrieve_empty,anchor_dish=Cá Hấp Hành Gừng; top_k=8
image000839,flavor_profile,retrieve_empty,anchor_dish=Cá Hấp Hành Gừng; top_k=8
image000839,food_pairings,retrieve_empty,anchor_dish=Cá Hấp Hành Gừng; top_k=8
image000839,cooking_technique,retrieve_empty,anchor_dish=Cá Hấp Hành Gừng; top_k=8
image000839,dietary_restrictions,retrieve_empty,anchor_dish=Cá Hấp Hành Gừng; top_k=8
image000839,origin_locality,retrieve_empty,anchor_dish=Cá Hấp Hành Gừng; top_k=8
image000840,dietary_restrictions,retrieve_empty,anchor_dish=Cá Hồi Sốt; top_k=8
image000840,origin_locality,retrieve_empty,anchor_dish=Cá Hồi Sốt; top_k=8
image000840,dish_classification,retrieve_empty,anchor_dish=Cá Hồi Sốt; top_k=8
image000840,allergen_restrictions,retrieve_empty,anchor_dish=Cá Hồi Sốt; top_k=8
image000840,ingredients,retrieve_empty,anchor_dish=Cá Hồi Sốt; top_k=8
image000840,flavor_profile,retrieve_empty,anchor_dish=Cá Hồi Sốt; top_k=8
image000840,food_pairings,retrieve_empty,anchor_dish=Cá Hồi Sốt; top_k=8
image000840,ingredient_category,retrieve_empty,anchor_dish=Cá Hồi Sốt; top_k=8
image000840,cooking_technique,retrieve_empty,anchor_dish=Cá Hồi Sốt; top_k=8
image000846,,no_anchor_dish,"food_items=['Cà chua nhồi thịt', 'Đậu phụ chiên', 'Bắp cải luộc', 'Cơm gạo lứt', 'Đu đủ', 'Nước xốt']"
image000852,cooking_technique,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000852,ingredients,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000852,food_pairings,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000852,ingredient_category,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000852,dish_classification,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000852,origin_locality,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000852,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000852,flavor_profile,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000852,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image000858,,no_anchor_dish,"food_items=['Tôm nướng', 'Rau sống', 'Muối ớt', 'Chanh', 'Ớt', 'Rượu']"
image000884,,no_anchor_dish,"food_items=['Bún chả', 'Bún', 'Thịt nướng', 'Rau sống', 'Quất', 'Ớt']"
image000902,,no_anchor_dish,"food_items=['Bún', 'Rau sống', 'Nước chấm', 'Tương ớt', 'Bún trộn', 'Món hầm', 'Chanh']"
image000926,,no_anchor_dish,"food_items=['Thịt nướng', 'Kimchi', 'Trứng gà', 'Cua', 'Tôm mũ ni', 'Xà lách', 'Ớt chuông', 'Thịt bò', 'Thịt heo', 'Xúc xích', 'Nước chấm']"
image000932,flavor_profile,no_candidates,anchor_dish=Cua Hấp; retrieved=1; filtered_rows=0; relations=[]
image000932,origin_locality,no_candidates,anchor_dish=Cua Hấp; retrieved=1; filtered_rows=0; relations=[]
image000932,ingredient_category,no_candidates,anchor_dish=Cua Hấp; retrieved=1; filtered_rows=0; relations=[]
image000932,ingredients,no_candidates,anchor_dish=Cua Hấp; retrieved=1; filtered_rows=0; relations=[]
image000932,allergen_restrictions,no_candidates,anchor_dish=Cua Hấp; retrieved=1; filtered_rows=0; relations=[]
image000932,food_pairings,no_candidates,anchor_dish=Cua Hấp; retrieved=1; filtered_rows=0; relations=[]
image000932,dietary_restrictions,no_candidates,anchor_dish=Cua Hấp; retrieved=1; filtered_rows=0; relations=[]
image000932,dish_classification,no_candidates,anchor_dish=Cua Hấp; retrieved=1; filtered_rows=0; relations=[]
image000933,allergen_restrictions,retrieve_empty,anchor_dish=Xôi; top_k=8
image000933,origin_locality,retrieve_empty,anchor_dish=Xôi; top_k=8
image000933,cooking_technique,retrieve_empty,anchor_dish=Xôi; top_k=8
image000933,dish_classification,retrieve_empty,anchor_dish=Xôi; top_k=8
image000933,dietary_restrictions,retrieve_empty,anchor_dish=Xôi; top_k=8
image000933,food_pairings,retrieve_empty,anchor_dish=Xôi; top_k=8
image000933,ingredients,retrieve_empty,anchor_dish=Xôi; top_k=8
image000933,flavor_profile,retrieve_empty,anchor_dish=Xôi; top_k=8
image000933,ingredient_category,retrieve_empty,anchor_dish=Xôi; top_k=8
image000972,,no_anchor_dish,"food_items=['Cơm trắng', 'Canh bí xanh', 'Món xào', 'Rau sống', 'Nước mắm']"
image000974,,no_anchor_dish,"food_items=['Bún chả', 'Bún', 'Thịt nướng', 'Rau sống', 'Dưa leo']"
image000977,dietary_restrictions,retrieve_empty,anchor_dish=Canh Mọc Nấu Nấm; top_k=8
image000977,ingredient_category,retrieve_empty,anchor_dish=Canh Mọc Nấu Nấm; top_k=8
image000977,ingredients,retrieve_empty,anchor_dish=Canh Mọc Nấu Nấm; top_k=8
image000977,food_pairings,retrieve_empty,anchor_dish=Canh Mọc Nấu Nấm; top_k=8
image000977,dish_classification,retrieve_empty,anchor_dish=Canh Mọc Nấu Nấm; top_k=8
image000977,allergen_restrictions,retrieve_empty,anchor_dish=Canh Mọc Nấu Nấm; top_k=8
image000977,flavor_profile,retrieve_empty,anchor_dish=Canh Mọc Nấu Nấm; top_k=8
image000977,cooking_technique,retrieve_empty,anchor_dish=Canh Mọc Nấu Nấm; top_k=8
image000977,origin_locality,retrieve_empty,anchor_dish=Canh Mọc Nấu Nấm; top_k=8
image001000,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001000,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001000,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001000,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001000,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001000,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001000,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001000,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001000,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001019,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001019,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001019,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001019,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001019,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001019,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001019,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001019,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001019,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001024,cooking_technique,retrieve_empty,anchor_dish=Xôi; top_k=8
image001024,dietary_restrictions,retrieve_empty,anchor_dish=Xôi; top_k=8
image001024,ingredients,retrieve_empty,anchor_dish=Xôi; top_k=8
image001024,allergen_restrictions,retrieve_empty,anchor_dish=Xôi; top_k=8
image001024,flavor_profile,retrieve_empty,anchor_dish=Xôi; top_k=8
image001024,food_pairings,retrieve_empty,anchor_dish=Xôi; top_k=8
image001024,ingredient_category,retrieve_empty,anchor_dish=Xôi; top_k=8
image001024,dish_classification,retrieve_empty,anchor_dish=Xôi; top_k=8
image001024,origin_locality,retrieve_empty,anchor_dish=Xôi; top_k=8
image001050,ingredient_category,retrieve_empty,anchor_dish=Canh Lòng Gà Nấu Giá Đỗ; top_k=8
image001050,allergen_restrictions,retrieve_empty,anchor_dish=Canh Lòng Gà Nấu Giá Đỗ; top_k=8
image001050,cooking_technique,retrieve_empty,anchor_dish=Canh Lòng Gà Nấu Giá Đỗ; top_k=8
image001050,dish_classification,retrieve_empty,anchor_dish=Canh Lòng Gà Nấu Giá Đỗ; top_k=8
image001050,dietary_restrictions,retrieve_empty,anchor_dish=Canh Lòng Gà Nấu Giá Đỗ; top_k=8
image001050,flavor_profile,retrieve_empty,anchor_dish=Canh Lòng Gà Nấu Giá Đỗ; top_k=8
image001050,food_pairings,retrieve_empty,anchor_dish=Canh Lòng Gà Nấu Giá Đỗ; top_k=8
image001050,origin_locality,retrieve_empty,anchor_dish=Canh Lòng Gà Nấu Giá Đỗ; top_k=8
image001050,ingredients,retrieve_empty,anchor_dish=Canh Lòng Gà Nấu Giá Đỗ; top_k=8
image001102,,no_anchor_dish,"food_items=['Bánh khọt', 'Rau sống', 'Đồ chua', 'Nước mắm']"
image001103,,no_anchor_dish,"food_items=['Bánh khọt', 'Rau sống', 'Nước mắm', 'Đồ chua']"
image001105,,no_anchor_dish,"food_items=['Bánh mì xíu mại', 'Bánh mì thịt bò', 'Bánh mì chả lụa', 'Bánh mì thịt']"
image001110,,no_anchor_dish,"food_items=['Bánh bột lọc', 'Bánh ram ít', 'Bánh nậm']"
image001114,,no_anchor_dish,"food_items=['Bánh khọt', 'Rau sống', 'Nước mắm chua ngọt']"
image001119,,no_anchor_dish,"food_items=['Bún', 'Thịt nướng', 'Rau sống', 'Ớt', 'Bún chả']"
image001121,,no_anchor_dish,"food_items=['Tôm rang thịt ba chỉ', 'Canh bầu', 'Cà pháo muối']"
image001149,food_pairings,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001149,cooking_technique,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001149,origin_locality,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001149,ingredients,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001149,flavor_profile,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001149,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001149,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001149,ingredient_category,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001149,dish_classification,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001156,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001156,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001156,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001156,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001156,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001156,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001156,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001156,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001156,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001167,,no_anchor_dish,"food_items=['Vịt quay', 'Canh dưa chua', 'Trứng rán', 'Dưa chuột', 'Măng cụt', 'Nước chấm']"
image001173,dish_classification,retrieve_empty,anchor_dish=Xôi; top_k=8
image001173,dietary_restrictions,retrieve_empty,anchor_dish=Xôi; top_k=8
image001173,ingredients,retrieve_empty,anchor_dish=Xôi; top_k=8
image001173,flavor_profile,retrieve_empty,anchor_dish=Xôi; top_k=8
image001173,food_pairings,retrieve_empty,anchor_dish=Xôi; top_k=8
image001173,allergen_restrictions,retrieve_empty,anchor_dish=Xôi; top_k=8
image001173,origin_locality,retrieve_empty,anchor_dish=Xôi; top_k=8
image001173,cooking_technique,retrieve_empty,anchor_dish=Xôi; top_k=8
image001173,ingredient_category,retrieve_empty,anchor_dish=Xôi; top_k=8
image001178,,no_anchor_dish,"food_items=['Thịt lợn nướng', 'Canh cua mồng tơi', 'Dưa cà']"
image001183,,no_anchor_dish,"food_items=['Đậu nhồi thịt', 'Canh nghêu bầu', 'Rau muống chua ngọt']"
image001189,,no_anchor_dish,"food_items=['Cơm trắng', 'Súp lơ xanh', 'Thịt thái lát', 'Tôm xào', 'Món xào']"
image001200,,no_anchor_dish,"food_items=['Bún bò Huế', 'Rau sống', 'Chanh', 'Hành lá', 'Ớt', 'Sa tế']"
image001201,,no_anchor_dish,"food_items=['Bún bò Huế', 'Rau sống', 'Ớt chưng']"
image001204,,no_anchor_dish,"food_items=['Bún chả', 'Bún', 'Chả nướng', 'Nước mắm', 'Rau sống']"
image001205,,no_anchor_dish,"food_items=['Bún chả', 'Bún', 'Chả nướng', 'Rau sống', 'Nước chấm']"
image001208,,no_anchor_dish,"food_items=['Bún chả', 'Rau sống', 'Tỏi ớt băm', 'Nước chấm']"
image001219,,no_anchor_dish,"food_items=['Giò tai', 'Ruốc tôm nấu chua', 'Canh cua rau đay mướp', 'Cà muối', 'Nước chấm']"
image001225,allergen_restrictions,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,cooking_technique,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,dietary_restrictions,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,ingredient_category,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,dish_classification,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,food_pairings,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,flavor_profile,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,origin_locality,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,ingredients,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001233,ingredients,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,ingredient_category,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,dish_classification,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,dietary_restrictions,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,origin_locality,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,flavor_profile,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,food_pairings,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,allergen_restrictions,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,cooking_technique,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001235,ingredients,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,food_pairings,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,ingredient_category,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,origin_locality,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,cooking_technique,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,flavor_profile,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,dish_classification,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001238,,no_anchor_dish,"food_items=['Tôm luộc nước dừa', 'Sườn que nướng BBQ', 'Tim gà xào ớt chuông', 'Canh bắp cải', 'Kim chi', 'Rau mầm']"
image001242,food_pairings,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,allergen_restrictions,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,dietary_restrictions,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,origin_locality,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,cooking_technique,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,dish_classification,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,flavor_profile,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
